sesgo_abs,percived_distance,target_distance,subject,condition,target_distance_lin,perc_dist_sd,perc_dist_sem,perc_dist_var,perc_dist_n,perc_dist,rel_bias_sd,rel_bias_sem,rel_bias_var,rel_bias_n,rel_bias,abs_bias
0.7291666666666667,0.11394335230683679,0.6812412373755872,S001,Ear level,4.8,0.09999999999999998,0.04472135954999578,0.009999999999999995,5,1.3,0.020833333333333315,0.009316949906249115,4.34027777777777e-4,5,-0.7291666666666667,0.7291666666666667
0.4583333333333333,0.414973347970818,0.6812412373755872,S002,Ear level,4.8,0.22360679774997896,0.09999999999999999,0.05,5,2.6,0.0465847495312456,0.020833333333333322,0.0021701388888888873,5,-0.4583333333333333,0.4583333333333333
0.5708333333333333,0.31386722036915343,0.6812412373755872,S003,Ear level,4.8,0.5639148871948674,0.2521904042583698,0.318,5,2.06,0.11748226816559737,0.052539667553827045,0.013802083333333335,5,-0.5708333333333333,0.5708333333333333
0.35416666666666663,0.4913616938342727,0.6812412373755872,S004,Ear level,4.8,0.4183300132670378,0.18708286933869706,0.175,5,3.1,0.08715208609729953,0.03897559777889522,0.00759548611111111,5,-0.35416666666666663,0.35416666666666663
0.7458333333333333,0.08635983067474821,0.6812412373755872,S005,Ear level,4.8,0.17888543819998318,0.08,0.032,5,1.22,0.03726779962499648,0.01666666666666666,0.001388888888888888,5,-0.7458333333333333,0.7458333333333333
0.475,0.4014005407815441,0.6812412373755872,S006,Ear level,4.8,0.3563705936241092,0.15937377450509227,0.127,5,2.52,0.07424387367168944,0.0332028696885609,0.00551215277777778,5,-0.475,0.475
0.4791666666666667,0.3979400086720376,0.6812412373755872,S007,Ear level,4.8,1,0.44721359549995793,1,5,2.5,0.20833333333333337,0.09316949906249125,0.04340277777777779,5,-0.4791666666666667,0.4791666666666667
0.04166666666666663,0.6627578316815741,0.6812412373755872,S008,Ear level,4.8,0.5477225575051661,0.24494897427831777,0.3,5,4.6,0.11410886614690961,0.05103103630798288,0.013020833333333334,5,-0.04166666666666663,0.04166666666666663
0.12499999999999996,0.6232492903979004,0.6812412373755872,S009,Ear level,4.8,0.44721359549995793,0.19999999999999998,0.2,5,4.2,0.09316949906249124,0.041666666666666664,0.008680555555555556,5,-0.12499999999999996,0.12499999999999996
0.7083333333333334,0.146128035678238,0.6812412373755872,S010,Ear level,4.8,0.4183300132670378,0.18708286933869706,0.175,5,1.4,0.0871520860972995,0.038975597778895206,0.007595486111111106,5,-0.7083333333333334,0.7083333333333334
0.5958333333333333,0.287801729930226,0.6812412373755872,S012,Ear level,4.8,0.260768096208106,0.11661903789690602,0.06800000000000002,5,1.94,0.054326686710022075,0.02429563289518875,0.0029513888888888892,5,-0.5958333333333333,0.5958333333333333
0.5833333333333334,0.3010299956639812,0.6812412373755872,S013,Ear level,4.8,0,0,0,5,2,0,0,0,5,-0.5833333333333334,0.5833333333333334
0.6666666666666666,0.2041199826559248,0.6812412373755872,S014,Ear level,4.8,0.5477225575051661,0.24494897427831777,0.3,5,1.6,0.11410886614690956,0.05103103630798285,0.013020833333333324,5,-0.6666666666666666,0.6666666666666666
0.7708333333333333,0.04139268515822508,0.6812412373755872,S015,Ear level,4.8,0.22360679774997896,0.09999999999999999,0.05,5,1.1,0.0465847495312456,0.020833333333333322,0.0021701388888888873,5,-0.7708333333333333,0.7708333333333333
0.6958333333333333,0.1643528557844371,0.6812412373755872,S016,Ear level,4.8,0.25099800796022265,0.11224972160321822,0.063,5,1.46,0.05229125165837976,0.02338535866733715,0.0027343750000000037,5,-0.6958333333333333,0.6958333333333333
0.6875,0.17609125905568124,0.6812412373755872,S017,Ear level,4.8,0,0,0,5,1.5,0,0,0,5,-0.6875,0.6875
